id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1y_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_30d_in_currency
projectx,xil,Xillion,https://assets.coingecko.com/coins/images/18247/large/projectx.PNG?1631134123,0.001248652,172582.0,2801.0,312231.0,4237.52,0.00128858,0.0011486,-2.9523792996468e-05,-2.30984,-4153.762347810698,-2.35026,138184790.627705,250000000.0,250000000.0,0.174373,-99.28309,2021-09-25T06:00:38.375Z,0.00111981,11.63461,2023-08-10T13:13:49.364Z,,2023-08-16T20:19:00.276Z,-88.66106362983152,-2.3098389126141172,-30.69386881557786
curio-governance,cgt,Curio Governance,https://assets.coingecko.com/coins/images/13607/large/QLwpua7.png?1610273891,0.013711115,172483.0,2802.0,696825.0,2025.79,0.0147726,0.01317972,-0.001046446157059733,-7.09092,-13819.024338459683,-7.41755,12623862.013371205,51000000.0,51000000.0,3.5,-99.60961,2021-04-02T10:34:03.906Z,0.00013984,9673.90454,2023-01-02T01:10:32.253Z,,2023-08-16T20:19:45.014Z,219.62951521199088,-7.090915408421776,-12.928146786035494
cosmic-universe-magic-token,magic,Cosmic Universe Magic,https://assets.coingecko.com/coins/images/19313/large/13037.png?1635025843,0.003613519,171948.0,2803.0,179375.0,274.12,0.00370659,0.00358273,-8.8869126187377e-05,-2.40032,-3364.750721993478,-1.91928,47519227.66,49571725.0,,4.44,-99.91859,2022-01-17T01:53:16.516Z,0.00289661,24.89665,2023-06-16T21:50:15.125Z,,2023-08-16T20:20:32.875Z,-84.87818379035016,-2.4003188453652484,6.298820358139616
finxflo,fxf,FINXFLO,https://assets.coingecko.com/coins/images/13916/large/raVh1Iw.png?1618978607,0.001790274,171874.0,2804.0,268553.0,13988.0,0.00180206,0.00177881,1.91e-06,0.10706,174.66,0.10172,96000000.0,150000000.0,,1.59,-99.88728,2021-04-16T04:17:55.067Z,0.00118271,51.21608,2023-06-20T13:29:09.957Z,,2023-08-16T20:18:43.944Z,-57.91106457952665,0.10706210473674024,21.259524766612376
movecash,mca,MoveCash,https://assets.coingecko.com/coins/images/25610/large/qnmFw6Qw_400x400.jpeg?1652845231,0.006203761,171496.0,2805.0,620376.0,0.884036,,,,,,,27643524.101917084,100000000.0,100000000.0,0.067392,-90.79456,2022-05-19T02:55:07.715Z,0.00418805,48.13008,2022-06-18T20:56:51.370Z,,2023-05-13T13:55:46.489Z,-2.5198639955851414,,0.0
defi-warrior,fiwa,Defi Warrior,https://assets.coingecko.com/coins/images/18208/large/defi_warrior.PNG?1630986310,7.5859e-05,171176.0,2806.0,753868.0,29846.0,7.698e-05,7.461e-05,2.89121e-07,0.38259,-480.6550737685757,-0.28001,2270639660.0,10000000000.0,10000000000.0,0.03683698,-99.79259,2021-09-07T14:13:42.768Z,6.876e-05,11.11834,2022-11-16T06:42:31.749Z,,2023-08-16T20:20:49.037Z,-67.06514645071103,0.3825883664300897,-9.930708942199521
dogey-inu,dinu,Dogey-Inu,https://assets.coingecko.com/coins/images/16374/large/512x512_dinu_logo.jpg?1623919813,0.0,171138.0,2807.0,422863.0,1896.34,4.23168e-10,4.22658e-10,-1.60522e-13,-0.03795,40.08,0.02343,404712290556319.2,1000000000000000.0,,4.2948e-08,-99.0154,2021-11-15T21:33:16.097Z,0.0,5.176813780655995e+27,2022-01-21T13:39:24.927Z,,2023-08-15T23:30:05.801Z,-84.77854692932937,-0.037946252423123654,11.344632169443308
scream,scream,Scream,https://assets.coingecko.com/coins/images/17509/large/output-onlinepngtools_%286%29.png?1628053862,0.390564935,170434.0,2808.0,782990.0,3795.36,0.424776,0.380677,-0.025267586458759872,-6.07639,-10926.070225160074,-6.02452,435341.40865161,2000000.0,2000000.0,216.98,-99.81918,2022-01-16T13:44:43.716Z,0.319608,22.75729,2021-08-11T12:31:03.533Z,,2023-08-16T20:20:41.682Z,-79.00391475710892,-6.076385366506902,-24.04573968898106
alpharushai,rushai,AlphaRushAI,https://assets.coingecko.com/coins/images/29536/large/logo200x200png.png?1679479296,0.000394862,170419.0,2809.0,394862.0,2166.11,,,,,,,431591848.1739374,773451931.0,1000000000.0,0.00174956,-77.43077,2023-04-17T02:44:42.624Z,0.00038153,3.49539,2023-08-07T17:39:38.789Z,,2023-08-14T22:30:00.792Z,,,-26.670554497183524
vidulum,vdl,Vidulum,https://assets.coingecko.com/coins/images/6893/large/vidulum.png?1635827756,0.009064001,170175.0,2810.0,170175.0,9.93,0.00933663,0.00900039,-0.000228330538160579,-2.45719,-4338.36452683268,-2.48598,18773174.0,18773174.0,,0.791764,-98.85383,2022-01-09T16:38:16.444Z,0.0042445,113.80449,2020-03-16T11:47:20.666Z,,2023-08-16T20:20:23.715Z,-74.32604458465244,-2.4571932021659455,-14.578686633929932
nolimitcoin,nlc,NoLimitCoin,https://assets.coingecko.com/coins/images/758/large/nolimitcoin.png?1548329142,0.000379831,169506.0,2811.0,,68.37,0.00055165,0.00037771,-0.00016448726529598,-30.21895,-73262.18426849216,-30.17784,446186195.454327,,,0.507235,-99.92512,2018-01-06T00:00:00.000Z,3.35e-06,11254.44077,2020-03-26T05:07:49.454Z,,2023-08-16T20:19:44.457Z,-58.11872679809037,-30.218952604519718,4.072330978666105
luna-inu,linu,Luna Inu,https://assets.coingecko.com/coins/images/25623/large/output-onlinepngtools.png?1653983337,0.0,168748.0,2812.0,225247.0,1841.18,2.26322e-10,2.24938e-10,-7.69631e-13,-0.34052,-533.039790219802,-0.31489,749167374404513.0,1000000000000000.0,,1.556e-08,-98.55239,2022-05-19T15:46:04.368Z,6.2895e-11,258.13259,2022-05-26T09:15:32.485Z,,2023-08-16T15:30:07.223Z,-86.92976622137296,-0.3405196417553817,-4.455301539696445
investin,ivn,Investin,https://assets.coingecko.com/coins/images/15588/large/ivn_logo.png?1621267247,0.057152491,167457.0,2813.0,514372.0,0.383798,,,,,,,2930000.0,9000000.0,,2.38,-97.5983,2021-11-08T10:31:17.903Z,0.00162624,3414.39413,2023-07-28T21:48:15.009Z,,2023-08-13T09:00:17.636Z,-57.603513615404744,,-7.706839796612619
superrarebears-rare,rare,SuperRareBears RARE,https://assets.coingecko.com/coins/images/28993/large/logo.RARe.png?1675822538,0.012423769,166461.0,2814.0,1245153.0,1012.31,0.01272895,0.01243535,-0.000220387795266577,-1.743,-2667.481673637987,-1.57719,13368728.0,97293338.0,99999999.0,0.050372,-75.25723,2023-03-03T12:17:57.042Z,0.0109559,13.75889,2023-08-03T06:29:07.526Z,,2023-08-16T20:20:32.931Z,,-1.743001073282402,-13.538830664631096
swop,swop,Swop,https://assets.coingecko.com/coins/images/14212/large/OwU4oA9.jpg?1614988719,0.050824787,166172.0,2815.0,55419.0,13356.77,0.058517,0.050475,-0.007622747854615933,-13.04203,-24217.653186786367,-12.72005,3260197.34784657,1087293.0,,111.36,-99.95444,2021-03-14T08:19:11.771Z,0.050475,0.51805,2023-08-16T13:09:31.991Z,,2023-08-16T20:19:08.860Z,-95.46997186231717,-13.042034857277363,-22.224649168737415
alpaca,alpa,Alpaca City,https://assets.coingecko.com/coins/images/13070/large/alpaca_logo.png?1604895862,0.015125486,165994.0,2816.0,336024.0,14160.82,0.01532387,0.01473848,7.18e-05,0.47696,3664.06,2.25717,10922261.1246256,22110108.4746554,,1.97,-99.2315,2021-04-15T13:15:17.621Z,0.01347116,12.47085,2023-08-04T12:24:56.120Z,,2023-08-16T20:19:34.401Z,-67.44362560456028,0.47695624919723817,-0.27078693728437997
bittoken,bitt,BITT,https://assets.coingecko.com/coins/images/13783/large/BITT_Logo_256pixels.png?1611733961,0.017075889,165629.0,2817.0,717187.0,2314.27,,,,,,,9699610.0,42000000.0,42000000.0,0.652968,-97.38488,2021-02-20T11:27:01.678Z,0.01541604,10.76701,2023-06-16T14:59:24.471Z,,2023-08-14T05:46:20.154Z,-61.83304157075179,,-4.662630286912816
bitindi-chain,bni,Bitindi Chain,https://assets.coingecko.com/coins/images/27811/large/160.png?1665906992,0.004968327,165383.0,2818.0,248322.0,85276.0,0.00574092,0.00496206,-0.00040960236452397,-7.61636,-10945.209009188286,-6.2073,33300000.0,50000000.0,50000000.0,0.078607,-93.68747,2022-10-20T06:11:32.192Z,0.00368937,34.49609,2023-08-13T02:18:07.352Z,,2023-08-16T20:20:02.489Z,,-7.616357994500872,-29.92056430773591
shredn,shred,ShredN,https://assets.coingecko.com/coins/images/30996/large/shredn.png?1689569884,0.785662071,165033.0,2819.0,78587104.0,469818.0,0.789961,0.781552,-0.003599865980226214,-0.45611,165033.0,0.0,210000.0,100000000.0,100000000.0,0.820615,-4.1922,2023-07-20T10:11:23.554Z,0.777267,1.15103,2023-08-01T15:29:01.652Z,,2023-08-16T20:19:08.528Z,,-0.4561053575408005,-2.8567820362845993
bitlocus,btl,Bitlocus,https://assets.coingecko.com/coins/images/20913/large/btl.png?1637922710,0.000417646,164709.0,2820.0,205818.0,8701.29,0.00041847,0.0003914,-7.57052509045e-07,-0.18094,-2826.128798986698,-1.68688,400133929.0,500000000.0,500000000.0,0.354071,-99.88389,2021-12-03T13:09:15.457Z,0.00036116,13.82845,2023-07-16T18:58:22.725Z,,2023-08-16T20:20:42.660Z,-80.96245153025035,-0.18093873189369405,0.9580217727009201
appcoins,appc,AppCoins,https://assets.coingecko.com/coins/images/1876/large/appcoins.png?1547036186,0.001409254,164375.0,2821.0,346963.0,10.89,,,,,,,116639855.92615385,246203093.0,,3.99,-99.96467,2018-01-10T00:00:00.000Z,0.00066834,110.85992,2023-07-25T13:45:45.232Z,"{'times': -0.9859074595815531, 'currency': 'usd', 'percentage': -98.59074595815531}",2023-08-13T14:12:21.302Z,-40.99323060799305,,78.69569315799887
polylauncher,angel,Polylauncher,https://assets.coingecko.com/coins/images/17739/large/Polylauncher_-_200_x_200.png?1629121147,0.002129621,164027.0,2822.0,425884.0,11.79,0.00214669,0.00209802,1.811e-05,0.85772,-16720.160610239516,-9.25058,77028910.5182812,200000000.0,,0.446586,-99.52569,2021-08-17T21:07:55.181Z,0.0019457,8.86619,2023-08-01T12:30:00.167Z,,2023-08-16T20:20:33.335Z,-76.33117384789811,0.8577229671075035,-14.396132072208308
contentbox,box,ContentBox,https://assets.coingecko.com/coins/images/4929/large/contentbox.png?1547740046,0.00017577,163233.0,2823.0,527390.0,100716.0,0.00017738,0.00017167,2.07e-06,1.19161,1955.74,1.21266,928531445.34,3000000000.0,,0.03951655,-99.55501,2019-07-13T16:30:30.484Z,0.00011818,48.79194,2022-05-14T14:16:50.129Z,,2023-08-16T20:20:30.907Z,-26.56365910616414,1.1916147022719228,-3.692804239876714
crypto-fight-club,fight,Crypto Fight Club,https://assets.coingecko.com/coins/images/21695/large/zGwwAgL.png?1639721544,0.000579442,162462.0,2824.0,572628.0,281385.0,0.00061006,0.00053913,-2.0264789041066e-05,-3.37912,-8550.15703223992,-4.99975,285281327.0,1005531327.05479,,0.142666,-99.59331,2021-12-26T20:08:02.391Z,0.00048224,20.31376,2023-06-01T02:59:15.619Z,,2023-08-16T20:19:25.927Z,-64.69812095194719,-3.3791155450324974,-3.652389179369691
sureremit,rmt,SureRemit,https://assets.coingecko.com/coins/images/1830/large/j9T_C-Wl_400x400.jpg?1547036140,0.000217308,162392.0,2825.0,162392.0,11.57,0.00022193,0.00021459,-6.9792420557e-08,-0.03211,161.44,0.09951,746896620.0,746896620.0,,0.03794555,-99.42732,2021-04-15T22:17:37.010Z,1.497e-05,1351.15997,2019-11-28T22:05:21.131Z,"{'times': -0.9891345826846969, 'currency': 'usd', 'percentage': -98.9134582684697}",2023-08-16T20:19:43.161Z,-24.330781685153216,-0.03210645788279465,-13.997436203011853
acoconut,ac,ACoconut,https://assets.coingecko.com/coins/images/12779/large/ac_logo.png?1602500084,0.080464321,162247.0,2826.0,1690160.0,28.48,0.092584,0.080354,-0.011986664601407376,-12.96543,-24213.378924343968,-12.98581,2015894.9032583653,6300000.0,21000000.0,9.08,-99.11304,2021-04-06T08:03:10.896Z,0.01679661,379.67132,2022-08-04T06:36:28.791Z,,2023-08-16T20:20:11.923Z,-42.47627811681985,-12.965426506508432,-0.9912540440135441
golff,gof,Golff,https://assets.coingecko.com/coins/images/12445/large/_x-AmLBv_400x400.jpg?1599902833,0.013480042,162244.0,2827.0,679372.0,20901.0,0.01374766,0.01341248,-1.0908999273107e-05,-0.08086,-1181.322513573512,-0.72285,11940718.7333429,11940718.7333429,50000000.0,14.15,-99.90352,2020-09-15T14:43:04.129Z,0.01295007,5.42533,2023-08-03T04:25:28.199Z,,2023-08-16T20:20:51.055Z,-77.56977419091957,-0.08086160045179747,-14.245973212827398
apy-finance,apy,APY.Finance,https://assets.coingecko.com/coins/images/13041/large/1*AvkD-OLocausbxqUzezZ0A.png?1604577922,0.00244048,162219.0,2828.0,244048.0,24.09,,,,,,,66469950.2369778,100000000.0,100000000.0,7.04,-99.96531,2021-02-13T20:03:47.379Z,0.00215323,13.34024,2023-08-07T17:38:52.065Z,,2023-08-09T15:32:09.135Z,-62.594560335478086,,-20.5398905742787
evedo,eved,Evedo,https://assets.coingecko.com/coins/images/7721/large/Variations-09.png?1549979992,0.01018428,161771.0,2829.0,191267.0,44777.0,0.01081211,0.01014379,-0.000318454981424918,-3.03211,-311.75327279619523,-0.19234,15018222.466965761,17756589.687825,,1.075,-99.0521,2021-04-05T17:19:49.405Z,1.71e-06,597505.38119,2019-10-07T00:00:00.000Z,"{'times': -0.9888123163216485, 'currency': 'eth', 'percentage': -98.88123163216484}",2023-08-16T20:20:46.277Z,-72.02234956583715,-3.032114825121183,-45.97761194801133
ethermon,emon,Ethermon,https://assets.coingecko.com/coins/images/15889/large/LtET0reH_400x400.jpg?1622213962,0.001104177,161758.0,2830.0,440079.0,7574.44,0.00119178,0.00100889,-6.6672648666359e-05,-5.69438,-9842.490029438806,-5.73569,147026673.0,400000000.0,,2.01,-99.94508,2021-08-28T21:55:36.957Z,0.00033576,228.52105,2023-02-02T04:49:41.520Z,,2023-08-16T20:20:50.104Z,-81.96961078799418,-5.694382302724472,-27.705789630552868
aston-villa-fan-token,avl,Aston Villa Fan Token,https://assets.coingecko.com/coins/images/19444/large/jzifYYk6Q7vLPXDnI5oUKspt4pL8vHyeoF3xHKtq.png?1635234693,0.871903092,161295.0,2831.0,8738502.0,93744.0,0.90465,0.863556,-0.022007192329821294,-2.4619,-3575.748397541349,-2.16882,184580.0,10000000.0,10000000.0,4.03,-78.33075,2021-11-29T15:07:38.058Z,0.478033,82.64749,2023-03-09T22:12:39.250Z,,2023-08-16T20:19:55.743Z,-25.765356360532127,-2.4619016833616394,18.52139878482214
atromg8,ag8,ATROMG8,https://assets.coingecko.com/coins/images/11044/large/Nnz7oU1v.jpg?1617338012,0.003828753,160808.0,2832.0,321615.0,13.51,,,,,,,42000000.0,84000000.0,,0.814139,-99.52972,2021-11-17T23:09:14.627Z,0.0015073,154.01354,2023-06-27T01:53:09.131Z,,2023-08-14T13:09:39.596Z,-64.53967698275194,,-43.4939903203236
fanstime,fti,FansTime,https://assets.coingecko.com/coins/images/4952/large/fanstime.png?1547395397,2.5231e-05,160212.0,2833.0,252302.0,211627.0,2.555e-05,2.439e-05,5.02258e-07,2.03107,3103.46,1.97536,6350000000.0,10000000000.0,,0.01049072,-99.75943,2018-07-27T05:04:34.663Z,2.439e-05,3.48938,2023-08-16T11:14:29.745Z,,2023-08-16T20:20:30.815Z,-66.44232828366178,2.031068956146366,-20.852367812928758
helmet-insure,helmet,Helmet Insure,https://assets.coingecko.com/coins/images/13680/large/ZMdK-1J4_400x400.png?1610834469,0.003697278,157030.0,2834.0,369786.0,34.75,0.0037641,0.00367277,-4.3921652487175e-05,-1.174,-1763.9378863057354,-1.11084,42464928.919309124,100000000.0,,2.93,-99.87366,2021-04-14T13:19:02.309Z,0.00367277,0.72739,2023-08-16T08:35:35.784Z,,2023-08-16T20:20:46.201Z,-78.76875298280888,-1.173999279152792,-8.870325355666363
myriadcoin,xmy,Myriad,https://assets.coingecko.com/coins/images/66/large/myriadcoin.png?1547033722,8.1472e-05,156235.0,2835.0,168804.0,1630.24,8.471e-05,8.126e-05,-3.167639858494e-06,-3.74248,-339.381945794943,-0.21675,1851080250.0,2000000000.0,,0.060926,-99.86628,2018-01-06T00:00:00.000Z,8.04957e-07,10021.34055,2020-03-28T03:50:03.326Z,,2023-08-16T20:19:47.398Z,-62.204512351723004,-3.742482748855416,36.76846099848973
velocimeter-flow,flow,Velocimeter FLOW,https://assets.coingecko.com/coins/images/29232/large/Flow-circle-aqua.png?1677543528,0.000647579,156075.0,2836.0,408104.0,274.8,0.00065652,0.000635,-2.638672525815e-06,-0.40581,-603.4917468906497,-0.38518,240936543.089553,630000000.0,,0.03330834,-98.0543,2023-04-11T05:29:49.052Z,0.000635,2.05927,2023-08-16T10:08:46.113Z,,2023-08-16T20:19:20.676Z,,-0.40581359429522873,-48.79847630295235
krida-fans,krida,Krida Fans,https://assets.coingecko.com/coins/images/23104/large/bIdz6haF_400x400.jpg?1643233205,0.008361145,156024.0,2837.0,837215.0,154496.0,0.00845207,0.00828831,1.999e-05,0.23968,538.49,0.34633,18636105.981279302,100000000.0,100000000.0,1.091,-99.23236,2022-11-12T13:37:21.918Z,0.00726001,15.31169,2023-03-13T12:51:53.520Z,,2023-08-16T20:20:19.832Z,-73.28131132100063,0.2396834417005807,-2.233675447564575
blockcdn,bcdn,BlockCDN,https://assets.coingecko.com/coins/images/1301/large/blockcdn.png?1547350830,0.000448899,155052.0,2838.0,447550.0,15202.12,0.00048455,0.00044239,-3.495979448612e-05,-7.22521,-11713.51879840673,-7.02396,346445342.60801333,1000000000.0,,0.283911,-99.84189,2018-01-07T00:00:00.000Z,8.231e-05,445.35782,2022-05-12T20:39:22.372Z,,2023-08-16T20:19:54.336Z,71.07372915338848,-7.2252062497862815,33.90950568498137
graviocoin,gio,Graviocoin,https://assets.coingecko.com/coins/images/5431/large/graviocoin.png?1547743141,0.009602104,154586.0,2839.0,165958.0,12.65,0.01021035,0.00930053,-2.7385041891721e-05,-0.28439,-295.96489975444274,-0.19109,16090782.0,17274482.0,,1.58,-99.39247,2021-08-31T12:25:22.311Z,5.664e-05,16863.79071,2020-08-29T02:03:40.963Z,,2023-08-16T20:19:48.056Z,-50.70233049007224,-0.2843872812100739,6.949067695034699
gas-dao,gas,Gas DAO,https://assets.coingecko.com/coins/images/22086/large/SjrgK6sf_400x400.jpg?1640763291,5.98e-07,153682.0,2840.0,596491.0,7401.8,6.1123e-07,5.9232e-07,9.79945e-10,0.16402,-264.3578932995151,-0.17172,257643226166.6747,1000000000000.0,1000000000000.0,0.0005498,-99.89106,2021-12-29T08:25:32.034Z,5.00624e-07,19.63858,2023-07-20T08:05:33.622Z,,2023-08-16T20:20:14.765Z,-80.56379934813921,0.16401929907247914,2.3591522010753807
cryptotanks,tank,CryptoTanks,https://assets.coingecko.com/coins/images/21966/large/LN-MRxWg_400x400.jpg?1640531630,0.001973144,153448.0,2841.0,198062.0,16623.73,0.00238579,0.00191721,-0.000191888857078377,-8.86309,-14304.516630745027,-8.52714,77475000.0,100000000.0,100000000.0,1.3,-99.84623,2022-02-10T19:03:04.303Z,0.00150911,32.14553,2023-08-14T02:49:56.244Z,,2023-08-16T20:20:14.515Z,-86.45061259275492,-8.863091313418414,-16.65082537555613
tanks,tanks,Tanks,https://assets.coingecko.com/coins/images/19819/large/tank-200.png?1635930932,0.000218222,152755.0,2842.0,218222.0,283.19,,,,,,,700000000.0,1000000000.0,1000000000.0,0.047069,-99.53638,2021-12-02T01:47:10.036Z,0.00021055,3.64508,2023-07-14T20:30:29.838Z,,2023-07-16T03:22:46.641Z,-75.5772948036537,,0.0
stronghands-finance,ishnd,StrongHands Finance,https://assets.coingecko.com/coins/images/20158/large/ISHND_512x512px.png?1647512898,0.010487992,152436.0,2843.0,1043595.0,12281.0,0.01056617,0.0104055,-2.5095640243212e-05,-0.23871,334.03,0.21961,14511414.848344488,99346969.0,,3.79,-99.72326,2021-11-11T02:30:00.174Z,0.00054275,1832.23537,2022-02-22T02:33:45.343Z,,2023-08-16T20:20:46.432Z,-40.698527377987716,-0.2387085548059743,-12.38027050264951
emerald-crypto,emd,Emerald Crypto,https://assets.coingecko.com/coins/images/2655/large/emd.png?1644748192,0.007576612,151752.0,2844.0,242452.0,0.378831,,,,,,,20030509.51025,32000000.0,,0.581318,-98.69665,2021-08-31T11:29:53.517Z,4.318e-05,17444.73912,2020-12-07T02:43:38.199Z,,2023-08-07T23:36:10.628Z,26.543186222566163,,-4.592737655413383
formation-fi,form,Formation FI,https://assets.coingecko.com/coins/images/16145/large/FORM.png?1623119824,0.000923157,151417.0,2845.0,924411.0,107408.0,0.00094675,0.00085822,5.781e-05,6.68018,8953.43,6.28469,163798779.65684375,1000000000.0,1000000000.0,0.431366,-99.78571,2021-07-03T06:47:21.054Z,0.0007533,22.7128,2023-08-07T22:55:30.118Z,,2023-08-16T20:20:49.204Z,-68.44128436629514,6.6801782834449455,8.264585154090573
defi-for-you,dfy,Defi For You,https://assets.coingecko.com/coins/images/14561/large/DFY-200x200.png?1617015032,0.000256971,151357.0,2846.0,218465.0,15056.4,0.00029767,0.00025104,-1.4873450560043e-05,-5.47131,-8106.767412744492,-5.08376,586416467.712,846416467.712,,0.27096,-99.90476,2021-04-21T07:49:21.117Z,0.0002371,8.8397,2023-08-15T14:54:30.250Z,,2023-08-16T20:20:51.359Z,-90.14241255817356,-5.471306284094832,-13.82702968238576
sunny-aggregator,sunny,Sunny Aggregator,https://assets.coingecko.com/coins/images/18039/large/90dbe787-8e5f-473c-b923-fe138a7a30ea.png?1630314924,2.5566e-05,151131.0,2847.0,510215.0,35202.0,2.607e-05,2.446e-05,-4.47516205294e-07,-1.72034,-2137.345645385358,-1.39452,5890046154.10233,254896847.4,19884700000.0,0.189594,-99.9865,2021-09-10T06:49:20.183Z,2.086e-05,22.68171,2023-07-19T13:02:27.385Z,,2023-08-16T20:20:49.495Z,-89.52409181812823,-1.720341555564084,12.666930350349384
polkawar,pwar,PolkaWar,https://assets.coingecko.com/coins/images/16776/large/polkawar.PNG?1624947747,0.002106148,150783.0,2848.0,210603.0,18495.89,0.00216263,0.00201536,9.079e-05,4.50467,6484.64,4.49391,71595848.0,88845848.0,100000000.0,1.17,-99.81906,2021-11-30T01:13:52.091Z,0.00185556,13.7231,2023-07-27T10:11:06.113Z,,2023-08-16T20:19:34.937Z,-69.96124527479435,4.50466854477263,-4.142664614325851
marginswap,mfi,Marginswap,https://assets.coingecko.com/coins/images/13899/large/marginswap_logo.png?1612756590,0.021377775,150648.0,2849.0,213620.0,99.22,0.02137936,0.0192658,0.00159364,8.05513,11089.68,7.94625,7052147.880308889,10000000.0,10000000.0,3.93,-99.45802,2021-04-12T00:53:10.657Z,0.01665888,27.9431,2023-08-04T03:25:07.537Z,,2023-08-16T20:20:35.231Z,-48.6584316333481,8.055133996449946,18.903642339666366
